timestamp,ward_id,population_density,outdoor_worker_ratio,built_up_ratio,temperature_c,rh_pct,wind_speed_kmh,shortwave_radiation_wm2,wbgt_proxy,heat_index,htsi_score,risk_label
2026-09-11T07:00,4,2140.42,,,26.6,91,16.6,142.0,31.44,26.6,26,MODERATE
2026-09-11T08:00,4,2140.42,,,27.5,90,17.6,323.0,32.48,32.2,42,MODERATE
2026-09-11T09:00,4,2140.42,,,27.1,92,18.0,498.0,32.23,31.25,40,MODERATE
2026-09-11T10:00,4,2140.42,,,27.3,91,14.9,302.0,32.35,31.73,41,MODERATE
2026-09-11T11:00,4,2140.42,,,28.6,85,17.7,643.0,33.19,34.64,47,MODERATE
2026-09-11T12:00,4,2140.42,,,29.9,80,19.3,699.0,34.11,37.36,52,HIGH
2026-09-11T13:00,4,2140.42,,,29.0,79,24.2,623.0,32.78,34.53,47,MODERATE
2026-09-11T14:00,4,2140.42,,,29.5,77,20.7,391.0,33.1,35.43,48,MODERATE
2026-09-11T15:00,4,2140.42,,,29.8,75,21.7,387.0,33.16,35.76,48,MODERATE
2026-09-11T16:00,4,2140.42,,,29.5,75,20.6,250.0,32.78,34.96,46,MODERATE
2026-09-11T17:00,4,2140.42,,,28.6,82,15.7,87.0,32.73,34.04,45,MODERATE
2026-09-11T18:00,4,2140.42,,,26.9,87,15.0,1.0,31.27,30.16,36,MODERATE
2026-09-11T19:00,4,2140.42,,,26.9,90,15.2,0.0,31.69,30.45,36,MODERATE
2026-09-11T20:00,4,2140.42,,,26.9,90,14.8,0.0,31.69,30.45,36,MODERATE
2026-09-11T21:00,4,2140.42,,,27.3,88,14.5,0.0,31.93,31.36,39,MODERATE
2026-09-11T22:00,4,2140.42,,,27.5,88,13.2,0.0,32.19,31.93,41,MODERATE
2026-09-11T23:00,4,2140.42,,,28.0,86,13.5,0.0,32.55,33.06,43,MODERATE
2026-09-12T00:00,4,2140.42,,,27.8,86,13.4,0.0,32.29,32.49,42,MODERATE
2026-09-12T01:00,4,2140.42,,,27.7,86,13.0,0.0,32.16,32.21,42,MODERATE
2026-09-12T02:00,4,2140.42,,,27.3,87,13.2,0.0,31.79,31.23,39,MODERATE
2026-09-12T03:00,4,2140.42,,,26.9,89,10.3,0.0,31.55,30.35,37,MODERATE
2026-09-12T04:00,4,2140.42,,,25.8,93,12.7,0.0,30.67,25.8,24,LOW
2026-09-12T05:00,4,2140.42,,,27.2,90,11.7,0.0,32.08,31.31,40,MODERATE
2026-09-12T06:00,4,2140.42,,,27.7,90,11.7,59.0,32.74,32.81,43,MODERATE
2026-09-12T07:00,4,2140.42,,,27.8,86,15.8,217.0,32.29,32.49,43,MODERATE
2026-09-12T08:00,4,2140.42,,,27.9,88,14.5,351.0,32.71,33.1,44,MODERATE
2026-09-12T09:00,4,2140.42,,,29.8,80,16.2,604.0,33.98,37.06,52,HIGH
2026-09-12T10:00,4,2140.42,,,30.0,80,16.7,729.0,34.25,37.67,53,HIGH
2026-09-12T11:00,4,2140.42,,,29.6,80,18.2,599.0,33.72,36.46,50,MODERATE
2026-09-12T12:00,4,2140.42,,,28.3,88,10.7,621.0,33.25,34.32,48,MODERATE
2026-09-12T13:00,4,2140.42,,,28.1,86,15.9,493.0,32.68,33.35,45,MODERATE
2026-09-12T14:00,4,2140.42,,,28.4,85,14.0,463.0,32.92,34.05,46,MODERATE
2026-09-12T15:00,4,2140.42,,,28.4,86,16.2,357.0,33.08,34.24,46,MODERATE
2026-09-12T16:00,4,2140.42,,,28.4,84,12.7,179.0,32.77,33.86,45,MODERATE
2026-09-12T17:00,4,2140.42,,,28.9,81,13.0,70.0,32.96,34.68,46,MODERATE
2026-09-12T18:00,4,2140.42,,,28.6,81,13.0,1.0,32.57,33.84,44,MODERATE
2026-09-12T19:00,4,2140.42,,,28.3,83,12.4,0.0,32.49,33.39,44,MODERATE
2026-09-12T20:00,4,2140.42,,,28.2,82,12.0,0.0,32.21,32.94,43,MODERATE
2026-09-12T21:00,4,2140.42,,,28.1,83,10.6,0.0,32.23,32.84,43,MODERATE
2026-09-12T22:00,4,2140.42,,,27.6,86,8.2,0.0,32.03,31.93,42,MODERATE
2026-09-12T23:00,4,2140.42,,,27.9,85,8.8,0.0,32.27,32.62,43,MODERATE
2026-09-13T00:00,4,2140.42,,,27.6,87,8.9,0.0,32.17,32.07,42,MODERATE
2026-09-13T01:00,4,2140.42,,,27.1,88,11.5,0.0,31.67,30.8,38,MODERATE
2026-09-13T02:00,4,2140.42,,,26.6,89,10.8,0.0,31.16,26.6,26,MODERATE
2026-09-13T03:00,4,2140.42,,,26.4,91,9.2,0.0,31.18,26.4,26,MODERATE
2026-09-13T04:00,4,2140.42,,,26.3,91,8.7,0.0,31.05,26.3,26,MODERATE
2026-09-13T05:00,4,2140.42,,,27.0,89,9.7,0.0,31.68,30.63,38,MODERATE
2026-09-13T06:00,4,2140.42,,,27.4,89,9.4,56.0,32.2,31.77,41,MODERATE
2026-09-13T07:00,4,2140.42,,,28.5,83,10.8,242.0,32.75,33.95,46,MODERATE
2026-09-13T08:00,4,2140.42,,,29.1,80,9.6,325.0,33.06,35.02,48,MODERATE
2026-09-13T09:00,4,2140.42,,,30.0,76,8.9,620.0,33.58,36.56,52,HIGH
2026-09-13T10:00,4,2140.42,,,29.7,77,12.0,741.0,33.36,35.99,51,HIGH
2026-09-13T11:00,4,2140.42,,,30.9,74,6.1,416.0,34.41,38.55,55,HIGH
2026-09-13T12:00,4,2140.42,,,29.5,81,5.6,551.0,33.75,36.42,52,HIGH
2026-09-13T13:00,4,2140.42,,,26.6,91,14.4,358.0,31.44,26.6,27,MODERATE
2026-09-13T14:00,4,2140.42,,,27.1,88,4.3,281.0,31.67,30.8,40,MODERATE
2026-09-13T15:00,4,2140.42,,,26.8,89,7.0,177.0,31.42,30.08,37,MODERATE
2026-09-13T16:00,4,2140.42,,,26.7,91,5.2,106.0,31.57,29.98,37,MODERATE
2026-09-13T17:00,4,2140.42,,,28.4,87,3.2,73.0,33.23,34.44,47,MODERATE
2026-09-13T18:00,4,2140.42,,,27.9,88,3.5,1.0,32.71,33.1,45,MODERATE
2026-09-13T19:00,4,2140.42,,,27.9,85,6.1,0.0,32.27,32.62,43,MODERATE
2026-09-13T20:00,4,2140.42,,,27.9,83,6.0,0.0,31.98,32.3,43,MODERATE
2026-09-13T21:00,4,2140.42,,,27.6,85,4.6,0.0,31.89,31.79,42,MODERATE
2026-09-13T22:00,4,2140.42,,,27.7,84,1.4,0.0,31.87,31.92,43,MODERATE
2026-09-13T23:00,4,2140.42,,,27.5,86,4.4,0.0,31.9,31.66,42,MODERATE
2026-09-14T00:00,4,2140.42,,,26.8,90,5.9,0.0,31.56,30.17,37,MODERATE
2026-09-14T01:00,4,2140.42,,,26.4,91,6.5,0.0,31.18,26.4,26,MODERATE
2026-09-14T02:00,4,2140.42,,,26.3,92,5.9,0.0,31.18,26.3,26,MODERATE
2026-09-14T03:00,4,2140.42,,,26.2,92,5.6,0.0,31.06,26.2,26,MODERATE
2026-09-14T04:00,4,2140.42,,,26.0,93,5.9,0.0,30.93,26.0,25,LOW
2026-09-14T05:00,4,2140.42,,,26.4,90,6.2,0.0,31.04,26.4,26,MODERATE
2026-09-14T06:00,4,2140.42,,,27.3,88,6.6,67.0,31.93,31.36,41,MODERATE
2026-09-14T07:00,4,2140.42,,,28.8,81,5.2,256.0,32.83,34.4,48,MODERATE
2026-09-14T08:00,4,2140.42,,,30.0,72,3.2,450.0,32.92,35.53,50,MODERATE
2026-09-14T09:00,4,2140.42,,,30.6,70,3.6,632.0,33.33,36.54,53,HIGH
2026-09-14T10:00,4,2140.42,,,31.1,67,2.2,777.0,33.43,36.97,54,HIGH
2026-09-14T11:00,4,2140.42,,,31.7,65,4.0,849.0,33.81,37.89,56,HIGH
2026-09-14T12:00,4,2140.42,,,32.0,65,4.3,844.0,34.19,38.66,57,HIGH
2026-09-14T13:00,4,2140.42,,,31.9,65,5.2,748.0,34.06,38.4,56,HIGH
2026-09-14T14:00,4,2140.42,,,31.7,65,5.9,575.0,33.81,37.89,54,HIGH
2026-09-14T15:00,4,2140.42,,,30.9,68,8.1,379.0,33.36,36.75,51,HIGH
2026-09-14T16:00,4,2140.42,,,29.6,76,9.3,213.0,33.07,35.47,49,MODERATE
2026-09-14T17:00,4,2140.42,,,29.2,88,2.3,75.0,34.46,37.26,52,HIGH
2026-09-14T18:00,4,2140.42,,,29.1,83,1.5,1.0,33.54,35.71,49,MODERATE
2026-09-14T19:00,4,2140.42,,,29.1,82,2.0,0.0,33.38,35.48,49,MODERATE
2026-09-14T20:00,4,2140.42,,,28.8,83,4.2,0.0,33.14,34.82,47,MODERATE
2026-09-14T21:00,4,2140.42,,,28.5,85,4.2,0.0,33.06,34.34,47,MODERATE
2026-09-14T22:00,4,2140.42,,,28.1,88,3.9,0.0,32.98,33.7,46,MODERATE
2026-09-14T23:00,4,2140.42,,,28.6,87,5.3,0.0,33.49,35.06,48,MODERATE
2026-09-15T00:00,4,2140.42,,,28.1,89,4.7,0.0,33.13,33.88,46,MODERATE
2026-09-15T01:00,4,2140.42,,,28.1,87,5.1,0.0,32.83,33.53,45,MODERATE
2026-09-15T02:00,4,2140.42,,,27.9,87,5.2,0.0,32.57,32.94,44,MODERATE
2026-09-15T03:00,4,2140.42,,,27.8,87,5.1,0.0,32.44,32.64,44,MODERATE
2026-09-15T04:00,4,2140.42,,,27.8,85,6.9,0.0,32.14,32.34,43,MODERATE
2026-09-15T05:00,4,2140.42,,,27.3,88,3.8,0.0,31.93,31.36,41,MODERATE
2026-09-15T06:00,4,2140.42,,,27.9,88,5.1,68.0,32.71,33.1,45,MODERATE
2026-09-15T07:00,4,2140.42,,,29.3,85,4.1,260.0,34.12,36.82,52,HIGH
2026-09-15T08:00,4,2140.42,,,30.8,75,3.6,476.0,34.45,38.58,56,HIGH
2026-09-15T09:00,4,2140.42,,,31.7,67,2.0,629.0,34.18,38.53,56,HIGH
2026-09-15T10:00,4,2140.42,,,32.3,63,3.4,774.0,34.18,38.77,57,HIGH
2026-09-15T11:00,4,2140.42,,,33.1,57,4.7,839.0,34.0,38.71,57,HIGH
2026-09-15T12:00,4,2140.42,,,33.2,56,6.5,843.0,33.92,38.61,56,HIGH
2026-09-15T13:00,4,2140.42,,,32.9,56,7.6,766.0,33.56,37.91,55,HIGH
2026-09-15T14:00,4,2140.42,,,32.3,59,9.0,650.0,33.43,37.47,54,HIGH
2026-09-15T15:00,4,2140.42,,,31.5,65,10.2,473.0,33.57,37.38,53,HIGH
2026-09-15T16:00,4,2140.42,,,30.5,74,10.1,263.0,33.89,37.41,52,HIGH
2026-09-15T17:00,4,2140.42,,,30.6,73,6.9,80.0,33.85,37.4,52,HIGH
2026-09-15T18:00,4,2140.42,,,29.9,75,6.3,1.0,33.29,36.03,49,MODERATE
2026-09-15T19:00,4,2140.42,,,29.5,76,7.8,0.0,32.94,35.2,47,MODERATE
2026-09-15T20:00,4,2140.42,,,29.2,77,7.8,0.0,32.72,34.63,47,MODERATE
2026-09-15T21:00,4,2140.42,,,29.0,78,8.7,0.0,32.62,34.31,46,MODERATE
2026-09-15T22:00,4,2140.42,,,29.0,78,9.7,0.0,32.62,34.31,46,MODERATE
2026-09-15T23:00,4,2140.42,,,29.2,77,8.7,0.0,32.72,34.63,46,MODERATE
2026-09-16T00:00,4,2140.42,,,28.7,80,8.3,0.0,32.55,33.92,45,MODERATE
2026-09-16T01:00,4,2140.42,,,28.5,82,8.3,0.0,32.6,33.76,45,MODERATE
2026-09-16T02:00,4,2140.42,,,28.3,82,7.6,0.0,32.34,33.21,44,MODERATE
2026-09-16T03:00,4,2140.42,,,28.1,82,7.9,0.0,32.09,32.68,43,MODERATE
2026-09-16T04:00,4,2140.42,,,27.8,84,6.3,0.0,32.0,32.19,43,MODERATE
2026-09-16T05:00,4,2140.42,,,28.3,86,4.5,0.0,32.94,33.94,46,MODERATE
2026-09-16T06:00,4,2140.42,,,29.6,83,5.5,68.0,34.2,37.25,52,HIGH
2026-09-16T07:00,4,2140.42,,,30.9,75,6.5,261.0,34.58,38.87,55,HIGH
2026-09-16T08:00,4,2140.42,,,31.6,70,7.9,474.0,34.6,39.26,56,HIGH
2026-09-16T09:00,4,2140.42,,,32.1,67,9.0,642.0,34.69,39.62,57,HIGH
2026-09-16T10:00,4,2140.42,,,32.6,63,8.7,784.0,34.56,39.55,58,HIGH
2026-09-16T11:00,4,2140.42,,,33.0,59,8.5,838.0,34.27,39.16,57,HIGH
2026-09-16T12:00,4,2140.42,,,32.5,62,10.0,851.0,34.24,38.94,56,HIGH
2026-09-16T13:00,4,2140.42,,,32.2,64,10.2,752.0,34.25,38.85,56,HIGH
2026-09-16T14:00,4,2140.42,,,32.2,64,11.7,619.0,34.25,38.85,55,HIGH
2026-09-16T15:00,4,2140.42,,,31.2,68,13.1,431.0,33.73,37.52,52,HIGH
2026-09-16T16:00,4,2140.42,,,30.4,75,11.9,264.0,33.93,37.42,52,HIGH
2026-09-16T17:00,4,2140.42,,,30.4,70,8.0,73.0,33.08,36.03,49,MODERATE
2026-09-16T18:00,4,2140.42,,,30.2,72,8.9,0.0,33.17,36.05,49,MODERATE
2026-09-16T19:00,4,2140.42,,,30.0,73,8.9,0.0,33.08,35.78,48,MODERATE
2026-09-16T20:00,4,2140.42,,,29.9,74,9.7,0.0,33.12,35.77,48,MODERATE
2026-09-16T21:00,4,2140.42,,,29.7,77,10.3,0.0,33.36,35.99,48,MODERATE
2026-09-16T22:00,4,2140.42,,,29.6,78,10.9,0.0,33.39,35.96,48,MODERATE
2026-09-16T23:00,4,2140.42,,,29.7,75,9.2,0.0,33.03,35.49,48,MODERATE
2026-09-17T00:00,4,2140.42,,,29.2,80,8.5,0.0,33.19,35.3,48,MODERATE
2026-09-17T01:00,4,2140.42,,,29.0,83,9.4,0.0,33.41,35.41,48,MODERATE
2026-09-17T02:00,4,2140.42,,,29.0,82,8.5,0.0,33.25,35.18,47,MODERATE
2026-09-17T03:00,4,2140.42,,,28.9,80,7.1,0.0,32.81,34.46,46,MODERATE
2026-09-17T04:00,4,2140.42,,,28.7,79,10.6,0.0,32.4,33.72,45,MODERATE
2026-09-17T05:00,4,2140.42,,,29.1,80,7.8,0.0,33.06,35.02,47,MODERATE
2026-09-17T06:00,4,2140.42,,,29.4,83,7.2,63.0,33.94,36.62,50,MODERATE
2026-09-17T07:00,4,2140.42,,,30.4,80,8.1,245.0,34.78,38.92,55,HIGH
2026-09-17T08:00,4,2140.42,,,30.1,80,9.4,426.0,34.38,37.98,53,HIGH
2026-09-17T09:00,4,2140.42,,,30.8,77,10.1,535.0,34.8,39.22,56,HIGH
2026-09-17T10:00,4,2140.42,,,31.1,76,12.1,702.0,35.02,39.81,57,HIGH
2026-09-17T11:00,4,2140.42,,,31.7,64,7.7,754.0,33.63,37.57,54,HIGH
2026-09-17T12:00,4,2140.42,,,31.2,73,8.8,798.0,34.62,39.11,57,HIGH
2026-09-17T13:00,4,2140.42,,,28.9,82,6.9,531.0,33.12,34.89,49,MODERATE
2026-09-17T14:00,4,2140.42,,,29.3,84,2.3,465.0,33.96,36.57,52,HIGH
2026-09-17T15:00,4,2140.42,,,29.6,83,3.8,324.0,34.2,37.25,53,HIGH
2026-09-17T16:00,4,2140.42,,,29.5,82,6.9,164.0,33.91,36.68,51,HIGH
2026-09-17T17:00,4,2140.42,,,30.0,80,0.4,49.0,34.25,37.67,53,HIGH
2026-09-17T18:00,4,2140.42,,,29.3,81,3.7,0.0,33.48,35.83,49,MODERATE
2026-09-17T19:00,4,2140.42,,,29.3,79,5.9,0.0,33.16,35.35,48,MODERATE
2026-09-17T20:00,4,2140.42,,,29.1,81,6.1,0.0,33.22,35.25,48,MODERATE
2026-09-17T21:00,4,2140.42,,,28.7,86,6.4,0.0,33.47,35.16,48,MODERATE
2026-09-17T22:00,4,2140.42,,,28.5,88,5.3,0.0,33.51,34.95,47,MODERATE
2026-09-17T23:00,4,2140.42,,,29.0,84,6.9,0.0,33.56,35.64,48,MODERATE
2026-09-18T00:00,4,2140.42,,,29.0,81,7.5,0.0,33.09,34.96,47,MODERATE
2026-09-18T01:00,4,2140.42,,,28.9,82,6.1,0.0,33.12,34.89,47,MODERATE
2026-09-18T02:00,4,2140.42,,,28.7,84,5.4,0.0,33.17,34.73,47,MODERATE
2026-09-18T03:00,4,2140.42,,,28.5,85,4.8,0.0,33.06,34.34,47,MODERATE
2026-09-18T04:00,4,2140.42,,,28.4,84,4.6,0.0,32.77,33.86,46,MODERATE
2026-09-18T05:00,4,2140.42,,,27.3,87,5.8,0.0,31.79,31.23,40,MODERATE
2026-09-18T06:00,4,2140.42,,,27.9,88,2.0,56.0,32.71,33.1,45,MODERATE
2026-09-18T07:00,4,2140.42,,,29.6,85,1.0,243.0,34.53,37.8,54,HIGH
2026-09-18T08:00,4,2140.42,,,28.5,85,11.4,392.0,33.06,34.34,47,MODERATE
2026-09-18T09:00,4,2140.42,,,28.2,88,4.6,287.0,33.11,34.01,47,MODERATE
2026-09-18T10:00,4,2140.42,,,29.2,85,2.5,451.0,33.99,36.5,52,HIGH
2026-09-18T11:00,4,2140.42,,,30.1,76,2.7,637.0,33.71,36.85,53,HIGH
2026-09-18T12:00,4,2140.42,,,31.3,73,0.8,632.0,34.75,39.4,58,HIGH
2026-09-18T13:00,4,2140.42,,,31.7,71,2.2,625.0,34.91,39.89,58,HIGH
2026-09-18T14:00,4,2140.42,,,31.2,68,6.5,540.0,33.73,37.52,54,HIGH
2026-09-18T15:00,4,2140.42,,,29.7,77,5.6,281.0,33.36,35.99,50,MODERATE
2026-09-18T16:00,4,2140.42,,,29.6,78,2.9,161.0,33.39,35.96,50,MODERATE
2026-09-18T17:00,4,2140.42,,,30.0,81,2.7,48.0,34.41,37.95,53,HIGH
2026-09-18T18:00,4,2140.42,,,29.2,86,3.1,0.0,34.15,36.75,51,HIGH
2026-09-18T19:00,4,2140.42,,,28.9,91,3.5,0.0,34.52,36.97,51,HIGH
2026-09-18T20:00,4,2140.42,,,28.7,93,2.7,0.0,34.55,36.74,51,HIGH
2026-09-18T21:00,4,2140.42,,,28.5,94,3.2,0.0,34.43,36.24,50,MODERATE
2026-09-18T22:00,4,2140.42,,,28.4,94,3.4,0.0,34.29,35.88,49,MODERATE
2026-09-18T23:00,4,2140.42,,,29.2,85,1.5,0.0,33.99,36.5,51,HIGH
2026-08-20T00:00,5,1787.91,,,28.6,84,6.5,0.0,33.03,34.44,46,MODERATE
2026-08-20T01:00,5,1787.91,,,28.3,85,5.8,0.0,32.79,33.76,45,MODERATE
2026-08-20T02:00,5,1787.91,,,28.3,84,5.8,0.0,32.64,33.57,45,MODERATE
2026-08-20T03:00,5,1787.91,,,27.5,87,9.5,0.0,32.04,31.79,41,MODERATE
2026-08-20T04:00,5,1787.91,,,27.1,89,10.4,0.0,31.81,30.91,38,MODERATE
2026-08-20T05:00,5,1787.91,,,27.3,93,8.1,1.0,32.64,31.99,42,MODERATE
2026-08-20T06:00,5,1787.91,,,28.1,89,7.4,80.0,33.13,33.88,45,MODERATE
2026-08-20T07:00,5,1787.91,,,29.4,83,6.8,277.0,33.94,36.62,50,MODERATE
2026-08-20T08:00,5,1787.91,,,30.5,79,9.1,486.0,34.74,38.92,55,HIGH
2026-08-20T09:00,5,1787.91,,,31.4,73,8.7,672.0,34.88,39.7,57,HIGH
2026-08-20T10:00,5,1787.91,,,31.9,70,9.4,779.0,34.99,40.12,58,HIGH
2026-08-20T11:00,5,1787.91,,,31.2,71,11.4,776.0,34.27,38.46,55,HIGH
2026-08-20T12:00,5,1787.91,,,31.1,72,8.4,500.0,34.31,38.49,54,HIGH
2026-08-20T13:00,5,1787.91,,,31.4,73,10.4,618.0,34.88,39.7,56,HIGH
2026-08-20T14:00,5,1787.91,,,31.1,74,9.8,512.0,34.67,39.14,55,HIGH
2026-08-20T15:00,5,1787.91,,,31.0,74,9.5,460.0,34.54,38.85,54,HIGH
2026-08-20T16:00,5,1787.91,,,30.8,75,11.3,339.0,34.45,38.58,53,HIGH
2026-08-20T17:00,5,1787.91,,,31.1,76,7.4,129.0,35.02,39.81,55,HIGH
2026-08-20T18:00,5,1787.91,,,30.2,80,4.4,12.0,34.51,38.29,53,HIGH
2026-08-20T19:00,5,1787.91,,,29.9,82,6.5,0.0,34.44,37.92,52,HIGH
2026-08-20T20:00,5,1787.91,,,29.8,83,8.7,0.0,34.47,37.89,51,HIGH
2026-08-20T21:00,5,1787.91,,,29.4,87,8.3,0.0,34.58,37.67,51,HIGH
2026-08-20T22:00,5,1787.91,,,29.0,90,7.0,0.0,34.5,37.08,50,MODERATE
2026-08-20T23:00,5,1787.91,,,29.7,86,8.0,0.0,34.83,38.41,52,HIGH
2026-08-21T00:00,5,1787.91,,,29.4,88,7.5,0.0,34.74,37.94,52,HIGH
2026-08-21T01:00,5,1787.91,,,29.3,87,6.7,0.0,34.44,37.33,51,HIGH
2026-08-21T02:00,5,1787.91,,,29.0,88,6.3,0.0,34.19,36.58,49,MODERATE
2026-08-21T03:00,5,1787.91,,,28.9,88,6.8,0.0,34.05,36.25,49,MODERATE
2026-08-21T04:00,5,1787.91,,,27.8,91,11.6,0.0,33.02,33.28,43,MODERATE
2026-08-21T05:00,5,1787.91,,,29.2,90,4.4,1.0,34.78,37.78,52,HIGH
2026-08-21T06:00,5,1787.91,,,29.9,83,4.4,79.0,34.61,38.21,53,HIGH
2026-08-21T07:00,5,1787.91,,,30.6,81,2.5,261.0,35.22,39.89,57,HIGH
2026-08-21T08:00,5,1787.91,,,31.3,79,1.1,448.0,35.83,41.52,60,HIGH
2026-08-21T09:00,5,1787.91,,,32.1,77,2.5,655.0,36.56,43.46,62,HIGH
2026-08-21T10:00,5,1787.91,,,32.4,76,5.9,749.0,36.78,44.07,63,HIGH
2026-08-21T11:00,5,1787.91,,,32.6,70,7.3,836.0,35.91,42.22,61,HIGH
2026-08-21T12:00,5,1787.91,,,32.9,67,8.1,684.0,35.72,41.91,60,HIGH
2026-08-21T13:00,5,1787.91,,,30.5,79,11.1,685.0,34.74,38.92,55,HIGH
2026-08-21T14:00,5,1787.91,,,30.0,83,5.0,225.0,34.74,38.54,54,HIGH
2026-08-21T15:00,5,1787.91,,,30.7,80,5.4,400.0,35.18,39.88,57,HIGH
2026-08-21T16:00,5,1787.91,,,31.2,72,9.0,325.0,34.44,38.78,54,HIGH
2026-08-21T17:00,5,1787.91,,,31.5,78,7.1,126.0,35.92,41.82,58,HIGH
2026-08-21T18:00,5,1787.91,,,30.4,82,9.2,9.0,35.12,39.55,54,HIGH
2026-08-21T19:00,5,1787.91,,,29.9,86,10.9,0.0,35.1,39.1,53,HIGH
2026-08-21T20:00,5,1787.91,,,29.5,89,10.8,0.0,35.04,38.57,52,HIGH
2026-08-21T21:00,5,1787.91,,,29.4,89,10.2,0.0,34.9,38.22,52,HIGH
2026-08-21T22:00,5,1787.91,,,29.5,88,11.9,0.0,34.88,38.29,51,HIGH
2026-08-21T23:00,5,1787.91,,,29.1,90,11.7,0.0,34.64,37.43,50,MODERATE
2026-08-22T00:00,5,1787.91,,,28.8,90,11.2,0.0,34.23,36.38,48,MODERATE
2026-08-22T01:00,5,1787.91,,,28.5,91,8.3,0.0,33.97,35.59,47,MODERATE
2026-08-22T02:00,5,1787.91,,,28.4,92,7.8,0.0,33.99,35.46,47,MODERATE
2026-08-22T03:00,5,1787.91,,,28.2,93,6.4,0.0,33.86,34.97,47,MODERATE
2026-08-22T04:00,5,1787.91,,,28.1,93,4.8,0.0,33.72,34.63,46,MODERATE
2026-08-22T05:00,5,1787.91,,,28.6,92,7.2,1.0,34.26,36.15,49,MODERATE
2026-08-22T06:00,5,1787.91,,,29.0,91,6.4,70.0,34.66,37.33,51,HIGH
2026-08-22T07:00,5,1787.91,,,30.1,79,7.1,238.0,34.21,37.69,52,HIGH
2026-08-22T08:00,5,1787.91,,,28.9,88,12.1,345.0,34.05,36.25,49,MODERATE
2026-08-22T09:00,5,1787.91,,,29.5,83,11.8,453.0,34.07,36.94,51,HIGH
2026-08-22T10:00,5,1787.91,,,30.8,79,11.2,624.0,35.15,39.87,57,HIGH
2026-08-22T11:00,5,1787.91,,,32.3,72,11.1,783.0,35.89,42.08,60,HIGH
2026-08-22T12:00,5,1787.91,,,31.8,74,10.7,800.0,35.59,41.28,59,HIGH
2026-08-22T13:00,5,1787.91,,,28.9,88,14.4,553.0,34.05,36.25,50,MODERATE
2026-08-22T14:00,5,1787.91,,,28.6,90,8.5,155.0,33.95,35.71,48,MODERATE
2026-08-22T15:00,5,1787.91,,,29.3,84,8.6,249.0,33.96,36.57,50,MODERATE
2026-08-22T16:00,5,1787.91,,,29.8,81,9.4,257.0,34.14,37.33,51,HIGH
2026-08-22T17:00,5,1787.91,,,29.9,86,5.4,72.0,35.1,39.1,54,HIGH
2026-08-22T18:00,5,1787.91,,,29.5,87,4.6,10.0,34.72,38.01,52,HIGH
2026-08-22T19:00,5,1787.91,,,29.2,89,3.6,0.0,34.62,37.52,51,HIGH
2026-08-22T20:00,5,1787.91,,,28.9,90,3.8,0.0,34.37,36.73,50,MODERATE
2026-08-22T21:00,5,1787.91,,,28.6,89,6.6,0.0,33.8,35.49,48,MODERATE
2026-08-22T22:00,5,1787.91,,,28.3,86,9.4,0.0,32.94,33.94,45,MODERATE
2026-08-22T23:00,5,1787.91,,,28.8,85,7.6,0.0,33.45,35.25,47,MODERATE
2026-08-23T00:00,5,1787.91,,,28.3,87,7.6,0.0,33.09,34.13,45,MODERATE
2026-08-23T01:00,5,1787.91,,,28.1,87,9.2,0.0,32.83,33.53,44,MODERATE
2026-08-23T02:00,5,1787.91,,,27.8,88,7.9,0.0,32.58,32.8,43,MODERATE
2026-08-23T03:00,5,1787.91,,,26.9,92,11.9,0.0,31.97,30.65,37,MODERATE
2026-08-23T04:00,5,1787.91,,,26.8,93,9.2,0.0,31.97,30.45,37,MODERATE
2026-08-23T05:00,5,1787.91,,,27.3,92,9.2,1.0,32.5,31.86,41,MODERATE
2026-08-23T06:00,5,1787.91,,,28.0,91,10.9,69.0,33.29,33.92,45,MODERATE
2026-08-23T07:00,5,1787.91,,,28.9,84,13.4,226.0,33.43,35.33,47,MODERATE
2026-08-23T08:00,5,1787.91,,,29.8,81,13.0,407.0,34.14,37.33,51,HIGH
2026-08-23T09:00,5,1787.91,,,30.8,78,12.2,618.0,34.97,39.54,56,HIGH
2026-08-23T10:00,5,1787.91,,,31.3,76,11.3,693.0,35.29,40.44,58,HIGH
2026-08-23T11:00,5,1787.91,,,31.7,74,15.4,737.0,35.46,40.97,58,HIGH
2026-08-23T12:00,5,1787.91,,,31.6,74,12.3,813.0,35.33,40.66,58,HIGH
2026-08-23T13:00,5,1787.91,,,32.2,71,14.0,729.0,35.57,41.38,59,HIGH
2026-08-23T14:00,5,1787.91,,,32.3,69,15.6,667.0,35.32,40.92,58,HIGH
2026-08-23T15:00,5,1787.91,,,31.9,68,16.5,408.0,34.62,39.41,54,HIGH
2026-08-23T16:00,5,1787.91,,,30.7,73,17.7,281.0,33.97,37.68,51,HIGH
2026-08-23T17:00,5,1787.91,,,29.9,83,9.3,128.0,34.61,38.21,52,HIGH
2026-08-23T18:00,5,1787.91,,,28.6,85,10.0,9.0,33.19,34.64,46,MODERATE
2026-08-23T19:00,5,1787.91,,,28.3,88,8.5,0.0,33.25,34.32,45,MODERATE
2026-08-23T20:00,5,1787.91,,,28.3,89,7.6,0.0,33.4,34.52,46,MODERATE
2026-08-23T21:00,5,1787.91,,,28.1,90,9.1,0.0,33.28,34.07,45,MODERATE
2026-08-23T22:00,5,1787.91,,,28.0,89,9.1,0.0,32.99,33.57,44,MODERATE
